DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2004-Q4,45125.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2005-Q1,45538.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2005-Q2,45662.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2005-Q3,45489.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2005-Q4,45557.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2006-Q1,45947.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2006-Q2,46360.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2006-Q3,46299.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2006-Q4,46602.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2007-Q1,47154.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2007-Q2,47289.0,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2007-Q3,47422.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2007-Q4,47986.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2008-Q1,47975.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2008-Q2,47735.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2008-Q3,47669.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2008-Q4,47077.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2009-Q1,45886.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2009-Q2,45935.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2009-Q3,46328.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2009-Q4,46362.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2010-Q1,46775.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2010-Q2,46937.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2010-Q3,47109.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2010-Q4,46896.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2011-Q1,46685.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2011-Q2,46358.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2011-Q3,46036.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2011-Q4,45421.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2012-Q1,45179.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2012-Q2,44496.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2012-Q3,44037.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2012-Q4,43313.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2013-Q1,43468.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2013-Q2,43840.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2013-Q3,43716.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2013-Q4,44260.1,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2014-Q1,43942.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2014-Q2,44064.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2014-Q3,44110.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2014-Q4,44467.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2015-Q1,44734.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2015-Q2,44765.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2015-Q3,44840.0,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2015-Q4,45052.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2016-Q1,45207.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2016-Q2,45418.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2016-Q3,45921.0,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2016-Q4,46440.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2017-Q1,46890.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2017-Q2,47024.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2017-Q3,47346.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2017-Q4,47792.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2018-Q1,48072.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2018-Q2,48531.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2018-Q3,48857.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2018-Q4,49161.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2019-Q1,49566.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2019-Q2,49841.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2019-Q3,50047.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2019-Q4,50511.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2020-Q1,48362.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2020-Q2,41086.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2020-Q3,46975.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2020-Q4,47136.0,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2021-Q1,45762.0,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2021-Q2,47876.6,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2021-Q3,49577.1,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2021-Q4,50548.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2022-Q1,51290.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2022-Q2,51489.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2022-Q3,52073.9,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2022-Q4,52446.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2023-Q1,53112.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2023-Q2,53370.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2023-Q3,53425.3,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2023-Q4,53818.1,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2024-Q1,54202.6,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2024-Q2,54485.3,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2024-Q3,54564.0,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2024-Q4,55208.1,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2025-Q1,55055.4,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2025-Q2,55431.6,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2025-Q3,55762.3,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Portugal,2025-Q4,56283.7,p,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1995-Q1,28734.8,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1995-Q2,29256.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1995-Q3,29095.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1995-Q4,29227.7,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1996-Q1,29828.5,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1996-Q2,29900.4,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1996-Q3,30266.2,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1996-Q4,30243.1,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1997-Q1,30651.0,,
ESTAT:NAMQ_10_GDP(1.0),01/04/26 23:00:00,Quarterly,"Chain linked volumes (2015), million euro",Seasonally and calendar adjusted data,Final consumption expenditure,Portugal,1997-Q2,30672.9,,
